Duration,Name,Rating,Total_Revenue,discription,genre,release_Date
104 minutes,Dawlat Security,NULL,Null,"Hossam is a state security officer whose new mission lands him in an unexpected situation. When he is assigned to protect the family of the UN ambassador Dawlat from Israeli threats, he finds himself",Comedy, 5 November 2011
5 minutes,1/2 Revolution,NULL,Null,NULL,Documentary, 1 December 2013
108 minutes,Hasallena Elroa'b,All Ages,Null,Two students take a trip to Ajami in Alexandria to complete some projects for their studying.  But things quickly take a strange path when they find that a skull related to their project becomes the,Comedy, 8 January 2014
68 minutes,The Three Disappearances of Soad Hosni,All Ages,Null,NULL,Documentary, 6 May 2015
110 minutes,Omar El-Azraq,NULL,Null,"The story follows a drug dealer's long journey until he became a major trader who has many enemies in the market. When a number of competing traders bloc to eliminate him, he decides to escape",Drama, 2 August 2017
97 minutes,Saboba,All Ages,Null,"The events revolve around Sayed Gharib and his daughter, who lead a tight gang, and decide to rob a bank. But as things go as planned, they find out that there's a traitor among them, which",Crime,28 December 2012
109 minutes,Gowa El Le'ba,NULL,Null,"This thriller revolves around the director of an ad agency who is accused of involvement in a murder, as he sets out to clear his name.",Thriller,24 October 2012
114 minutes,Al-Maslaha,NULL,Null,"Police officer Hamza requests his transfer to the Anti-Narcotics Administration, following the killing of his brother by Suleiman Al-Muslimi. He monitors his brother Salem, the big drug dealer, who",Thriller,16 May 2012
110 minutes,Mr. and Mrs. Oweis,NULL,Null,"The story of a reckless playboy who squanders his late father's wealth, the thing that urges the mother to marry him off. However, he rejects every possible bride, until he crosses paths with a",Comedy,19 August 2012
100 minutes,Al-Anissa Mamy,All Ages,Null,Nabila has only one persistent concern in her ,Comedy,24 October 2012
95 minutes,February the 30th,All Ages,Null,"Nour and Nader can't escape their bad luck. Nour, a news correspondent, always ends up stumbling into unlucky situations, and Nader runs into trouble wherever he goes. Suddenly, unexpected events",Comedy,24 October 2012
95 minutes,Boussy Cat,All Ages,Null,"The beautiful Boussy owns a hair salon in a poor neighborhood in Cairo. Her wild persona creates problems for her sister whose boyfriend's family disapproves of their marriage. All the while,",Comedy,22 May 2013
92 minutes,El Sheta Eli Fat,All Ages,Null,"Set during the Egyptian revolution of 2011, this drama moves between the interlocking lives of a state security officer, a television anchor, and a computer engineer with ties to the youth who",Drama,20 March 2013
38 minutes,THE WAY BACK,NULL,Null,NULL,Thriller,21 July 2011
95 minutes,The Bar,+18,Null,"The story of four girls who work in a bar, including the problems they face, the disputes they have due to their different personalities and backgrounds, and their troubles with the guy who has",Drama,19 August 2012
126 minutes,Saeat wans,All Ages,Null,"Based on the Ayyat train accident that killed 361 people in 2002, this ensemble drama delves into the intense human stories of the passengers in a third-class coach car during the hour and a half",Drama, 3 October 2012
80 minutes,Ala Wahda Wa Nos,NULL,Null,"Horia's  (Sama El Masry) aunt's husband tries to rape her, and she runs away. She works as a journalist, and the newspaper editor, Marwan, forces her to participate in questionable acts. At",Drama,14 March 2012
110 minutes,TaTah,All Ages,Null,"This satirical comedy revolves around Tatah, a maladjusted, poor man from Abdeen who befriends a woman online with help from his nephew. Just as his life starts to change, the woman is kidnapped and",Comedy, 5 May 2013
96 minutes,Omar wa Salma 3,All Ages,16151520,Omar and Salma learn that their daughters have been kidnapped by a mafia cell based in South Africa compelling the pair to undergo a series of adventures in that part of the world. ,Comedy,11 January 2012
105 minutes,Torbal Rayeh Jayy,All Ages,Null,"When Torbal and his brother Ghorbal take their mother to Cairo for medical care, and only resort to a quack to cure her illness, Torbal decides to become one himself – that leads to many hilarious",Family,17 January 2018
124 minutes,El Kowayeseen,All Ages,Null,"Muftah and his sister Ghazal are a team of cons. When Muftah hears about a rare jewel that belongs to El-Kowayeseen family, he pretends to be the family's long lost son, Mazhar, to get close to",Comedy,19 August 2018
100 minutes,Matryoshka,NULL,Null,"In the 90s, and following the dissolution of the Soviet Union and the resulting conflicts, four Russian girls travel to Egypt and start to mingle in the Egyptian society, developing a shared",Comedy,17 November 2019
95 minutes,Fe Studio Masr,All Ages,Null,NULL,Documentary,13 April 2019
12 minutes,Experiment: SORRY,NULL,Null,NULL,Science Fiction,NULL
79 minutes,Al Gamiya,NULL,Null,"At one of Cairo’s poor neighborhoods, providing for daily life necessities is a true challenge; yet the sense of belonging among people is helping them keep things going somehow. They share this",Documentary, 1 August 2017
77 minutes,Biat set,+16,566522,"A lot of evil organizations have awaited for the myth about the resurrection of Set, the God of Evil, to come true. For years, the blood of innocents has been shed as offerings in preparation for his",Horror,11 December 2019
60 minutes,Boody: The Sumo Pharaoh,NULL,Null,NULL,Documentary,24 February 2019
33 minutes,Saeat Reda,All Ages,3141008,"In a local neighborhood, the mechanic Reda harbors unrequited feelings for Nour. When he finds an old clock that turns out to be an enchanted time machine, he goes back in time to win his girl’s",Comedy, 9 January 2019
NULL,Parking,NULL,Null,NULL,Action,NULL
100 minutes,Sawah,NULL,Null,"An Egyptian DJ who wins an invitation to take part in a big concert in Brussels, finds himself in Luxembourg instead. He gets into big trouble when he loses his passport and everyone thinks he is an",Drama,15 March 2019
118 minutes,Al-Felos,All Ages,47856702,"Sief is a conman who is hired by the beautiful rich woman, Hala, to help her get her money back from another conman. Their relationship gets them entangled in a web of deceit as they start questioning",Thriller,24 December 2019
120 minutes,Akhenaten Fi Marrakech,All Ages,Null,"When a famous singer is hired to perform in the closing ceremony of the Arabic Music Festival in Marrakesh, he soon finds himself falling victim to the machinations of a smuggler, who makes use of the",Action,18 December 2019
98 minutes,Let’s Talk,NULL,Null,"What begins as a normal conversation between the director and her daughter, quickly develops into a discussion that touches values ​​like motherhood , generational communication and what it means to",Documentary,23 November 2019
70 minutes,Beyond the Raging Sea,NULL,Null,NULL,Documentary,21 September 2019
4 minutes,Sea of Dunes,NULL,Null,NULL,Short, 6 April 2019
103 minutes,You Will Die at 20,NULL,Null,"In a small Sudanese village, Sakina takes her newborn Muzamil to a holy man to bless him, but the joyful occasion turns into a funeral when the man predicts that the boy will die at twenty. Muzamil is",Drama, 4 March 2020
90 minutes,El Sandok El Aswad,+12,Null,"Two strangers break into Yasmine’s house determined to locate and steal an important object. She fights back and tries to escape, will she be successful? ",Thriller,28 October 2020
40 minutes,Colored Dress,NULL,Null,"The story of the lives of 15 women and their various stories of success despite the difficult circumstances they go through, demonstrating how they fit the idea of a strong independent woman.",Drama,18 January 2018
95 minutes,Four Wheel Drive,+12,Null,"A father who had big dreams for his three children, returns after many years, only to find them living a different life from what he had envisioned. As the three brothers get involved in a terrorist",Thriller, 1 January 2020
90 minutes,Qahwat Bursat Misr,All Ages,197535,"In this modern real-life drama, the intertwined lives of a group of regulars in a popular downtown café highlight the inner conflicts of their different personalities, and how they reflect the changes",Drama,26 June 2019
104 minutes,Casablanca,+12,79156808,Three ,Action, 4 June 2019
94 minutes,Khassesny shokran,NULL,Null,NULL,Comedy,NULL
NULL,أهل العيب,NULL,Null,NULL,Drama,NULL
99 minutes,El Tayeb We Elshares We Elaoob,All Ages,Null,Three retired actors abruptly decide that they want to go back to acting and work together to make a movie about aliens. Will it earn them any recognition? ,Comedy, 2 October 2019
90 minutes,Omar Khresto,All Ages,885110,"In this suspenseful thriller, a captain roaming the high seas receives threats from a terrorist organization that they will harm his daughter if he doesn’t assist them on a deadly mission to blow a",Drama, 2 January 2019
110 minutes,Hamlet Pharoan,+12,18574977,"Yehia, known as Pharaoh, reassembles a group of six of his old friends, each with a unique combating skill, to travel to Syria under the pretense of bounty hunting. Their real mission is to save his",Thriller, 4 June 2019
84 minutes,Taaton Mn Baaed,All Ages,Null,NULL,Documentary,14 April 2019
24 minutes,And on a Different Note,NULL,Null,NULL,Short, 1 January 2015
110 minutes,Ghesh El Zawgeya,NULL,Null,Salem is a playboy known for his multi-womanizing. He has a good relationship with the manager of his father's company. Salem is so spoiled that he can get as much money as he wants and spend it,Drama,20 June 2012
120 minutes,Geddo Habiby,NULL,Null,"After she learns that her grandfather's health condition is not well, Fekriya returns to Egypt hoping to enjoy his wealth after she lost her money at the stock market. They get into comedic",Drama, 1 February 2012
65 minutes,Bab alwadae,NULL,Null,"A young man raised by his mother and grandmother, is completely isolated from the outside world by his mother, fearing that he will leave her like his father did or get hurt. But the young man dreams",Drama,11 November 2014
110 minutes,Feen Qalbi,All Ages,Null,"A man marries the woman he loves, but an accident leaves her in a coma for three years. During that time, the husband meets another woman, and lives in a conflict between his feelings for her and his",Romance,18 January 2017
110 minutes,Samy Carbon Oxide,NULL,Null,"Jihan opposes the prevalent injustice and corruption that surrounds her. When she meets the pilot Samy, she is turned off by his self-centered view and careless attitude. But when love blossoms",Drama, 8 June 2011
92 minutes,My Name is not Ali,NULL,Null,NULL,Documentary,NULL
NULL,el-dor 3la meen ?,NULL,Null,NULL,Short,NULL
53 minutes,Martyr and Square,NULL,Null,NULL,Documentary,NULL
120 minutes,Microphone,NULL,Null,Khaled returns to Alexandria after being away in the US to work things out with his beloved and his father. But he finds his love is about to travel and his relationship with his father has reached a,Musical,26 January 2011
90 minutes,علاقات خطرة,NULL,Null,NULL,Crime,NULL
7 minutes,A Benefit,NULL,Null,NULL,Short, 1 October 2011
NULL,Manican,NULL,Null,NULL,Drama,NULL
107 minutes,Hello...Cairo,NULL,Null,"A comedy that conveys a humane message about Egypt's place as the refuge for any Arab citizen that loses their way due to strenuous circumstances and how Egypt will always help the Arabs,",Comedy,27 January 2011
19 minutes,zafeir,NULL,Null,"Nothing is heard through that far away window, just the old couple's breaths, as they sit around calmly watching life as it goes by and doing nothing except their routine daily staff.",Drama, 8 April 2012
90 minutes,The Most Dangerous Man,All Ages,511253,Omar returns to Egypt after 28 years to take back his father's building which was seized by those who rented its apartments. When he fails to convince the owners of the bank that occupies the,Comedy,11 July 2018
NULL,One One Four,NULL,Null,NULL,War,NULL
88 minutes,Bein Bahrain,+12,Null,"On a visit to a suburb of Cairo, Zahraa's daughter has a tragic accident, and the mother tries to help the daughter overcome the adversity and continue her education. ",Drama,16 October 2019
134 minutes,El Shoa',NULL,Null,"In Alexandria, Fatma needs money for her youngest son's weekly kidney dialysis. She travels to Cairo to beg away from home, after she collects enough money she returns to discover her son's",Drama, 5 January 2011
NULL,صعبة,NULL,Null,NULL,NULL,NULL
130 minutes,365 Days of Happiness,+12,8132866,"A romantic comedy, about a playboy, Hady, who refuses to get married until he encounters a charming girl, Nesma, and falls for her.",Romance,26 January 2011
95 minutes,Daadoush,NULL,Null,"The movie chronicles around the reality of terrorist camps and their sponsors in a comical context, starting from the recruitment of young people and persuading them to carry out terrorist operations.",Comedy,23 August 2017
NULL,Mousa,NULL,Null,"An engineering college student invents the first of its kind robot in the Middle East, in an attempt to avenge his father's death and achieve justice, which gets him pursued by the authorities.",Fantasy,NULL
50 minutes,el tarab al sha3by,NULL,Null,NULL,Documentary,NULL
123 minutes,Saber Google,+12,Null,"Saber Ali Tmany (Mohamed Ragab) is a technology geek, who everyone calls Saber Google, his skills make him enter a world of suspicious and illegal deals with businessmen , which makes him escape to a",Comedy, 7 September 2016
125 minutes,18 Youm,+18,Null,"A series of short films, each of them covering a different facet of the 18 days between the outbreak of the Egyptian revolution of 2011 and President Hosni Mubarak's decision to step down, whether",Comedy,19 May 2011
104 minutes,Fasel Wa Na‘oud,NULL,Null,"A taxi driver, Araby (Karim Abdel Aziz) goes to battle with his father-in-law over the custody of his son after Araby is widowed. Though he wins custody, his son is kidnapped and Araby is attacked,",Comedy,19 January 2011
122 minutes,EUC,NULL,Null,A group of youngsters establishes a private university after failing to get high grades in high school. They reveal through this university a lot of errors and constraints in the educational system in,Comedy,30 March 2011
86 minutes,The Elephant in a Handkerchief: Said Harakat,NULL,Null,"The fruit vendor Saeed Harakat is assigned to a large national mission, after which he turns into a national hero. On the other hand, officer Ramy Waheed is in charge of discovering a nuclear reactor",Drama,16 June 2011
107 minutes,Cry of An Ant,NULL,Null,"Gouda suffers from tough living conditions as he lives in the slums. He is forced to work for one of the parliament’s deputies, who exploits him in his corruption. He implicates himself in several",Comedy, 2 June 2011
